id	qid1	qid2	question1	question2	is_duplicate
15881	1054	4812	hice la solicitud , no llegó .	recibí un reembolso más bajo de lo que dije .	1
15882	13103	7883	voy a preguntar algo	te hago una pregunta	1
15883	1510	8962	el vendedor dice que hemos devuelto el dinero .	no obtuve el reembolso de mi dinero .	1
15884	6344	7863	hola , cancelé mi pedido .	¿ cuánto tiempo lleva llegar a mi país ?	0
15885	1013	1679	pero dices algo sobre mi reembolso	¿ por qué le das tanto tiempo al proveedor sobre mi caso ?	0
15886	5641	8321	eva eres de verdad , como una persona real o un robot .	¿ es esto una computadora o una persona real ?	1
15887	1978	827	¿ cómo puedo cambiar los datos de mi tarjeta de crédito ?	necesito cambiar los detalles de mi tarjeta de crédito .	1
15888	8083	9227	no puedo hacer una disputa	¿ cómo puedo hacer cambios en mi perfil ?	0
15889	4524	8338	eliminar información de la tarjeta	¿ cómo puedo eliminar una tarjeta de mi cuenta ?	1
15890	11411	201	quiere pagar por el artículo que fue reembolsado	quiero devolver el artículo	0
15891	7423	11368	cuantos días para obtener un reembolso	¿ cuántos días llevará llegar al destino ?	0
15892	1120	13593	es trabajo , gracias	gracias por la info .	1
15893	1083	8570	hice un pedido la semana pasada para una pantalla de teléfono	coloqué una orden duplicada	0
15894	11940	12363	pago por orden	no puedo pagar mi pedido	0
15895	3814	8915	han pasado NUMs días desde mi pedido .	ha pasado más de una semana desde que presenté mi reclamo .	0
15896	6857	11440	mi proveedor está cambiando el número de seguimiento , pero no puedo rastrearlo .	¿ dónde puedo poner el número de seguimiento para rastrear ?	0
15897	5491	8673	agregar tarjeta en el pago	podemos hacer pagos a través de tarjeta de débito	0
15898	10084	7374	quieres eliminar tu perfil ?	quiero el número para tu compañía	0
15899	4701	5844	olvidé la pregunta de seguridad	olvidé escribir un apellido en el nombre del contacto	0
15900	10233	11847	quiero un chat en vivo	quiero chatear	1
15901	10592	7900	usted no me puede ayudar	¿ me puede ayudar a contactar al proveedor ?	0
15902	6475	5573	necesito preguntar dar numero	necesito un número de teléfono de contacto	0
15903	7312	2855	mi nivel de membresía no se agrega	¿ cómo puedo cancelar mi membresía ?	0
15904	6673	4282	¿ puedes ver dónde está	¿ dónde puedo ver al destinatario ?	0
15905	1856	6968	pero te envié un video !	le he enviado una copia de mi tarjeta de crédito , mi estado de cuenta y mi identidad .	0
15906	4704	10640	ninguno de los anteriores , los vendedores enviaron mi pedido a la dirección incorrecta .	el paquete se envía a una dirección incorrecta	1
15907	12306	3201	quiero el dinero tan pronto como no lo intente de nuevo o compre algo de usted	mi tarjeta de crédito fue descontada de mi cuenta , incluso nunca te compré nada	0
15908	2558	8967	¿ estás seguro de que no puedes ayudarme ?	realmente no me ayudaste así que lo intentaré de otra manera	1
15909	903	9838	querer hacer un pedido pero no puedo	no puedo hacer un pedido , ¿ qué puedo hacer ?	0
15910	13373	10134	quiero enviar un pedido , el sistema de cerveza está ocupado .	¿ qué debería hacer después ?	0
15911	11724	765	he ordenado algo y mañana han pasado NUMs semanas y todavía no me ayuda	estoy buscando un vendedor que pedí antes .	0
15912	5739	10468	"no puedo pagar porque "" no ha iniciado sesión o porque su sesión anterior ha expirado ."	¿ puedes decirme tu dirección de correo electrónico ?	0
15913	3301	9408	quiero comprar las tarjetas en mi carrito de compras .	¿ cómo puedo obtener mis facturas de compras ?	0
15914	12329	8973	usted es la cuarta persona con quien he hablado sobre el mismo problema .	¿ puedo hablar con una persona en vivo ?	1
15915	8653	2556	"¿ qué sucede con mi pedido cuando el estado de mi envío indica "" envío cancelado "" ?"	¿ puedo cancelar mi pedido si el estado del pedido indica procesamiento de pago ?	0
15916	2591	3535	¿ cómo puedo recibir envío rápido en mi pedido ?	qué tan rápido puedo obtener mi orden	0
15917	13264	2114	por favor revisa el historial en este sitio	¿ dónde está la historia de la orden ?	1
15918	1933	10386	no recibí respuesta a mi solicitud de reembolso por artículos fallas de producción chat za domingo	¿ qué puedo hacer si el vendedor rechaza mi solicitud de reembolso ?	1
15919	1341	3914	pero quiero responder a los diez mejores artículos por favor díganme necesito los diez artículos que se vendieron en NUMs ir al infierno	por favor dime que paso con mis articulos	0
15920	8069	44	quiero enviar mi pedido todo	mi pedido se envía pero no lo recibí .	0
15921	6689	8618	estoy en vivo en india , ¿ cuánto tiempo tengo para obtener un producto ?	¿ cuánto es un producto ?	0
15922	8518	574	por favor borre las cookies en su navegador ?	por favor , avíseme su número de teléfono de servicio	0
15923	351	12462	"no "" comienza a chatear """	quiero comenzar a trabajar con dropship	0
15924	6560	137	cómo enviar imágenes usando la aplicación	¿ cómo empiezo a usar trademanager ?	0
15925	11783	4545	compré un iteam ayer y me han cobrado el iteam que aparece en el extracto de mi tarjeta de crédito .	no puedo encontrar mi número de seguimiento	0
15926	6716	5872	puedo liberar el dinero antes para poder hacer un nuevo pedido más rápido	puedo transferir el reembolso a mi nueva orden	1
15927	11789	11680	¿ todos tienen un número al que podría llegar ?	¿ tengo un número de seguimiento para mi pedido ?	0
15928	31	8217	leer mi pregunta antes de responder por favor	pls me ayuda a verificar mi pedido	0
15929	3738	13419	no he recibido el envío	no he recibido el cupón	0
15930	13246	5978	no se puede pagar en efectivo ?	¿ se puede pagar en efectivo en la entrega ?	0
15931	12819	5784	¿ qué debo hacer cuando el vendedor siga estando	le envié un correo electrónico al vendedor , ¿ cómo leo la respuesta y cómo sé cuándo responden ?	0
15932	8494	5700	¡ no puedes hablar sobre el tema del vendedor !	¿ algún teléfono con el que pueda hablar contigo ?	1
15933	12040	13138	le traje una impresora wi fi antes y la pagué con tarjeta de crédito .	no puedo hacer el pago con tarjeta de crédito	0
15934	1999	4051	póngase en contacto con su distribuidor en su nombre yvone lee	¿ cuál es su nombre ?	0
15935	5859	6258	quiero pedir mi orden	¿ puedo hacer una pregunta sobre un pedido ?	1
15936	11316	2295	mi orden no se está moviendo	¿ cuándo se descongelará mi pedido ?	0
15937	7687	12443	no puedo encontrarlo	estoy en	0
15938	5305	2332	y estoy fuera de tiempo	me estoy quedando sin tiempo para dejar comentarios	0
15939	1966	7266	cómo recuperar la contraseña	no puedo restaurar la contraseña	0
15940	11517	10612	por favor , el plazo de la protección de compra ha terminado , ¿ puede devolver mi dinero ?	¿ tienes dinero ?	0
15941	1847	2988	no podemos crear una cuenta	no puedo crear una cuenta porque el correo electrónico ya existe	0
15942	3189	10254	no había recibido mi mercancía	tuve un problema con tu orden	0
15943	12738	8035	el envío fue cancelado	¿ cuál es el envío más rápido ?	0
15944	7143	13070	¡ hola !	hola , tengo que preguntar sobre mi pedido , ¿ me pueden ayudar ?	0
15945	6127	4014	toma demasiado tiempo	¿ por qué mi pedido tarda mucho tiempo en llegar y no puedo seguir las órdenes ?	1
15946	4200	5098	no puedo usar el cupón seleccionado	¿ por qué no puedo usar mi cupón de selección ?	1
15947	4458	6991	está bien , pero no solicitamos nuestros productos en el período mencionado	¿ qué tenemos que hacer para corregir el código postal de nuestro pedido ?	0
15948	4331	2738	cómo pagar a través de western union	cómo pagar por western union	1
15949	13151	7896	los diez artículos principales que se vendieron en NUMs en la parte superior	¿ cómo puedo eliminar trademanager de mi escritorio ?	0
15950	10061	13070	¿ hola me pueden ayudar ?	hola , tengo que preguntar sobre mi pedido , ¿ me pueden ayudar ?	1
15951	9247	11889	cariño , no quiero comprar .	quiero hacer el pedido en la tienda local	0
15952	12263	5979	compré cinco teléfonos celulares y ipad	puse orden y pagué .	1
15953	6391	12496	todos los pedidos son de vendedores diferentes	quiero preguntar si todos los vendedores son de china ?	0
15954	13154	11196	¿ cómo busco un nombre de tienda específico ?	¿ cómo puedo encontrar una empresa específica ?	1
15955	9620	3578	¿ cómo puedo pagar paypal ?	¿ puedo pagar con paypal a través de la protección del comprador ?	1
15956	6218	2436	necesita dirección de devolución para dos pares de zapatos tenis o cambio por un tamaño más grande	¿ es posible fusionar dos cuentas en una sola ?	0
15957	5006	10615	no entiendes nada de lo que te digo .	¿ te casas conmigo ?	0
15958	4242	6828	no he recibido mi dinero todavía	¿ por qué aún no recibo un reembolso ?	1
15959	1465	10866	el número de color era l	quiero cambiar el color	0
15960	11406	7257	cómo configurar mi moneda	¿ cómo sé mi tasa de cambio local ?	0
15961	8663	4436	no puedo ver mi orden	no puedo ver el orden que pagué	1
15962	13127	2180	¿ cómo recupero un cupón ?	cómo recuperar mi cupón si se completó el último pedido	1
15963	12095	3551	ni siquiera he podido colocar la maldita orden	quiero hacer un pedido por teléfono	0
15964	7467	4443	la protección del comprador ha terminado	ha finalizado el tiempo de respuesta del vendedor	0
15965	2853	10317	¿ cómo informo a un vendedor de fraude ?	¿ cómo informo a un vendedor ?	1
15966	12128	13192	¿ hablas italiano ?	¿ hablas portugués ?	1
15967	5364	7471	verificar el correo electrónico	¿ cuánto tiempo lleva verificar el pago ?	0
15968	11231	798	tengo un nuevo correo	¿ puedo pagar por correo ?	0
15969	993	1621	por qué no puedo subir fotos en mi disputa	¿ por qué no puedo subir evidencia para una disputa ?	0
15970	1219	3319	¿ cuál es mi lista de deseos para	¿ cómo puedo enviar mi lista de deseos ?	0
15971	5208	3358	sí , necesito ayuda	necesito ayuda .	1
15972	8358	10184	por favor puede dar su número de mave para llamar	¿ puedes ayudarme ?	0
15973	7974	7888	el vendedor tiene otro comportamiento	he pagado el vendedor sin conexión	0
15974	7985	7031	me he puesto en contacto con ellos , pero me dicen que espere un poco para que lleguen .	¿ hay algo que quieras decirme ?	0
15975	557	384	necesito los diez artículos principales que vendí en NUMs 	¿ puedo pagar NUMs artículos ?	0
15976	4890	8929	cuando abro una disputa	¿ por qué no puedo abrir una disputa ?	0
15977	4913	3884	mi pedido aún está en proceso	mi orden todavía no recibió mi cupón	0
15978	4127	9679	he adjuntado todos los documentos	he enviado todos los documentos para la verificación de la tarjeta de crédito .	1
15979	8973	5479	¿ puedo hablar con una persona en vivo ?	¿ hay alguna manera de poder hablarle a una persona en vivo por teléfono ?	1
15980	3694	3075	mi ¿ qué es el precio ?	el proveedor cambia el precio inmediatamente después de hacer mi pedido .	0
15981	3091	9032	estoy mirando papel mural de papel tapiz de registro en madera súper grueso NUMs d	¿ qué es código de seguridad NUMs d ?	0
15982	3493	5972	¿ es esto una jodida computadora ?	¿ eres un programa de computadora ?	1
15983	12574	5164	¿ puedo saber mi estado de pago ?	quiero saber si puedo hacer mi pago con american express	0
15984	6369	7540	cómo eliminar mensajes	¿ cómo leo los mensajes ?	0
15985	651	12346	es mi tercera vez	¿ cómo extender el tiempo de protección de mi comprador ?	0
15986	11107	3997	¿ cómo puedo ajustar el producto en el momento de la entrega ?	¿ cómo puedo verificar si tengo mi dirección correcta para la entrega ?	0
15987	388	1507	¿ puedo hablar con alguien ?	¿ cómo hablo con alguien en línea ?	1
15988	3651	7939	alguien usó mi cuenta	no hice un pedido .	1
15989	404	4041	he pagado el pedido y el dinero fue tomado de mi tarjeta	mi dinero ha sido retirado de mi banco pero no obtuve la confirmación	1
15990	10272	8294	lo siento pero es demasiado para que lo hagas humano , ¡ dices muchas repeticiones !	¿ eres una persona humana o una máquina ?	0
15991	2633	10966	cancelé el pedido , el parámetro no fue devuelto	número de seguimiento para el pedido devuelto	0
15992	1741	7994	pero el dinero se envía	¿ me enviará un correo electrónico para informarme que mi dinero ha sido reembolsado ?	0
15993	2102	1293	tengo que recibir mi pedido y no puedo enviar una disputa	no puedo enviar mi formulario de disputa	1
15994	3103	9088	tengo NUMs pedidos que no he recibido .	no tengo opción de disputa abierta en mi orden	1
15995	13563	1353	¿ hay un correo electrónico a través del cual puedo contactarlo ?	¿ puedes emitir una factura por el pedido que acabo de recibir ?	0
15996	1706	5926	cómo deshabilitar el inicio de sesión automático en el sitio ruso	¿ cómo desactivo el idioma ruso ?	0
15997	4688	7573	hola , deseo saber el estado de mi disputa	¿ puedo saber qué pasa con mi disputa ?	1
15998	6500	13386	donde puedo encontrar una información para una disputa rechazada	¿ dónde puedo encontrar mis casos de disputas ?	1
15999	2687	2474	cómo obtener el número de orden	¿ cómo obtener mi número de orden ?	1
16000	7291	4136	intercambia monedas por cupones	¿ regresarán las monedas cuando cancele el preorden ?	0
16001	9858	3340	como puedo cambiar mi contraseña	¿ cómo cambio el idioma en mi cuenta ?	0
16002	2316	12422	buen día hice una compra hace NUMs meses y no llegó , el vendedor dice que tuvo problemas con la aduana .	háblame	0
16003	59	3243	¿ cómo puedo verificar la protección de mi comprador ?	¿ cómo uso el servicio de protección del comprador ?	1
16004	5714	8084	oye .	¿ es este chat en línea ?	1
16005	5714	5436	oye .	no puedo crear una cuenta	0
16006	11033	12122	quiero decir es ese el caso ?	quiero saber el estado de mi caso	0
16007	13045	6706	hola , ¿ alguien allí puede responder mi pregunta ?	¿ tienes una respuesta sobre mi pregunta ?	1
16008	3174	35	siento que hablo con un robot y no me gusta esto .	no lo sé	0
16009	149	13065	qué tarjeta digo , quiero abrir una disputa y la página me da error	¿ por qué hay un mensaje de error no en inglés ?	0
16010	11115	4464	quiero factura	quiero una factura	1
16011	8774	2609	cómo abrir una disputa	¿ cómo agregar imágenes a la disputa ?	0
16012	12846	7612	cambiar la información de la tarjeta	¿ cómo puedo cambiar mi información de pago ?	1
16013	7372	3052	¿ cuándo se colocará mi pedido ?	cuando mi pedido fue enviado ?	1
16014	8867	13476	mi orden dice que los corrales de tinta no están disponibles , ya pagué	ya pagué el reclamo y aparece una orden sospechosa	0
16015	13253	3325	quiero que un producto publicite en youtube gratis	quiero el reembolso de este producto !	0
16016	2285	8108	subir video evidencia	¿ cómo adjuntar el video a la disputa ?	1
16017	4458	3338	está bien , pero no solicitamos nuestros productos en el período mencionado	¿ cuánto dura el período de queja ?	0
16018	2993	10051	las monedas no se agregan	¿ cómo uso las monedas ?	0
16019	7559	12793	cómo ver la protección del comprador	¿ cómo protege el comprador la protección del pago ?	1
16020	8566	1721	cómo quitar mi tarjeta	¿ cómo elimino elementos de mi lista de pagos requeridos ?	0
16021	13591	6975	no puedo ver la opción de disputa	no puedo pagar con tarjeta de débito	0
16022	7960	10373	¿ cómo cambio mi dirección de facturación ?	¿ cómo cambio el correo electrónico en mi cuenta ?	0
16023	2614	2391	tengo un producto problemático	tengo un problema de inicio de sesión	0
16024	9558	8844	hola .	¿ cómo puedo usar el código de cupón o cupón ?	1
16025	12091	1016	cómo eliminar la tarjeta	¿ cómo elimino a un vendedor de la lista negra ?	0
16026	8772	8259	agregar información de la tarjeta de crédito	no use una tarjeta de crédito	0
16027	9098	5784	pero no hay una dirección de correo electrónico para enviar ?	le envié un correo electrónico al vendedor , ¿ cómo leo la respuesta y cómo sé cuándo responden ?	0
16028	4213	11522	querer hacer un pedido pero el sistema no lo pone en mi cesta	mi pedido fue enviado a otro lugar	0
16029	5299	11011	no puedo unirme	no puedo abrir una disputa	0
16030	5694	4187	que cuenta el dinero del reembolso	¿ cuándo se reembolsará mi dinero de un pedido cancelado ?	0
16031	8037	8952	¿ cómo puedo simplemente colocar preorden ?	¿ cómo cancelar el preorden ?	0
16032	11568	11137	ya lo hice , esto no es nada .	abrí una disputa y hasta ahora nada	0
16033	7028	4497	contacte al vendedor	el vendedor no ha recibido el pago	0
16034	5858	2007	y no sé inglés y el traductor no va	¿ cómo aprendes inglés ?	1
16035	11242	8449	buenos días , no recibí la confirmación de la cancelación de mi pedido , el pedido de estado ha finalizado pero no recibí la confirmación por correo electrónico	ordeno un producto pero no recibí ninguna confirmación por correo electrónico	0
16036	9558	4437	hola .	¿ por qué pagué dos veces ?	0
16037	234	8185	cómo contactarse	¿ cómo me comunico con el proveedor ?	1
16038	9415	11331	¿ cómo no modificar el número de teléfono móvil ?	¿ cómo modificar mi dirección de casa ?	0
16039	9959	6212	hola , hago clic en el producto recibido	recibí un producto defectuoso	0
16040	1364	5046	haga clic aquí , ¿ dónde ?	hola a alguien aquí	0
16041	1516	11226	cómo buscar buen vendedor	¿ cómo busco un producto ?	0
16042	11286	7582	no he recibido ninguna atención del vendedor	no he recibido mi reembolso del vendedor	0
16043	12248	5956	cómo eliminar mi tarjeta	¿ cómo puedo eliminar mi tarjeta de mi cuenta ?	1
16044	2949	8108	cómo agregar video a la disputa ?	¿ cómo adjuntar el video a la disputa ?	1
16045	8288	1076	cancelar orden después del pago cuando recibo un reembolso ?	¿ cómo cancelo mi pedido después de haberlo hecho ?	0
16046	8052	13291	¿ cuándo se realizará el reembolso ?	¿ cuándo recibiré mi reembolso ?	1
16047	2285	12813	subir video evidencia	¿ cuánto dura el examen de la evidencia de la disputa ?	0
16048	6699	1960	solo quiero iniciar sesión , pero ¿ dónde está mi contraseña ?	quiero cambiar mi contraseña y olvidé la pregunta de seguridad	0
16049	12128	1572	¿ hablas italiano ?	¿ habla usted francés ?	1
16050	9236	44	no recibí mi pedido ?	mi pedido se envía pero no lo recibí .	1
16051	121	4053	no estoy satisfecho con el resultado de la disputa	no he podido abrir una disputa	0
16052	11256	10489	no puedo hablar en vivo	eva este chat en vivo no funciona	1
16053	6331	13134	quiero comprar un producto , pero quiero usar mi cuenta de dhl en lugar de pagar la tarifa de envío .	quiero comprar un producto	0
16054	10825	8875	cuando pago por un artículo en el carrito de compras , ya tienes guardados los datos de mi tarjeta de crédito , no estoy contento con eso .	¿ por qué no puedo agregar el artículo al carrito de compras ?	0
16055	9740	12719	recibí un correo electrónico de confirmación de registro para otro correo electrónico , que nunca usé para esto , por supuesto que no lo confirmé , pero después recibí también una confirmación de pedido , que no he hecho en absoluto .	¿ por qué no recibí mi correo electrónico de confirmación ?	0
16056	9558	1278	hola .	no veo dónde entro en el tamaño del vestido ?	0
16057	4474	2860	me puse en contacto con el vendedor , pero él no tiene mi pedido .	yo no hablo ingles	0
16058	2534	8570	no hice una cuenta hasta después de haber realizado el pedido	coloqué una orden duplicada	0
16059	8317	6219	¿ dónde está este botón de apelación ?	¿ por qué no puedo encontrar mi apelación ?	1
16060	12104	2999	perdón , creo que lo expliqué mal .	necesito una pequeña ayuda tuya	0
16061	6688	5678	solo quiero saber los tamaños de cambio	quiero saber ahora	0
16062	2898	9883	hola , no he podido pagar algunos artículos porque me dice que hay un error que intento más tarde .	el vendedor cambia de operador sin avisarme y ahora quiere que pague cargos adicionales	0
16063	7516	6115	pero me gustaría saber si es posible obtener muestras o pagar muestras de algunos de los productos antes de comprar grandes cantidades	me gustaría saber los comentarios de un vendedor .	0
16064	1183	12954	necesito hablar con el servicio en línea .	necesito hablar con un supervisor	1
16065	12878	5980	¿ qué pasará cuando abra una disputa ?	he intensificado la disputa .	0
16066	1810	12087	quiero una disputa amorosa abierta , pero no puedo	no puedo abrir la disputa	1
16067	7143	10637	¡ hola !	¿ dónde puedo ver los mensajes que he enviado al proveedor ?	0
16068	1603	6393	necesita servicios artificiales	pago por servicios	0
16069	7579	6626	no puedo abrir disputa porque se entregó	¿ cómo abro la disputa ?	0
16070	9076	6123	¿ cómo veo el cupón ?	¿ cómo uso select coupon ?	0
16071	12039	2619	cómo presentar una queja	¿ puedo presentar una queja contra el vendedor ?	1
16072	10332	9089	¿ por qué no recibió una recompensa del bosque de la suerte	mi orden fue cancelada pero recibí cosas de este sitio .	0
16073	8371	5956	$ $ NUMs . NUMs fue tomado de mi cuenta	¿ cómo puedo eliminar mi tarjeta de mi cuenta ?	0
16074	13574	9902	usted rechazó mi disputa sobre un producto , mientras yo enviaba las fotos solicitadas al vendedor .	mi vendedor ha enviado el producto .	0
16075	10514	2474	¿ cómo obtengo el número de pedido ?	¿ cómo obtener mi número de orden ?	1
16076	1550	12045	¿ puedo hablar con una persona real ?	¿ puedo hablar con una persona ?	1
16077	11940	8528	pago por orden	no pago mi orden	0
16078	13103	9856	voy a preguntar algo	quiero preguntarte algo	1
16079	683	11720	cuando compré , en la página en línea hay una entrega por escrito de NUMs - NUMs días .	el producto que compré no funciona	0
16080	8774	9509	cómo abrir una disputa	cómo retirar una disputa escalada ?	0
16081	2338	12183	no puedo cancelar la disputa .	cómo cancelar una disputa aceptada	0
16082	5539	9513	pedí bolsitas de té en noviembre	ordené por error ¿ puedo cancelarlo ?	0
16083	7549	8666	cuando una necesidad de seleccionar la mente tengo dos veces octubre	coloqué equivocadamente dos órdenes	0
16084	9319	8903	cómo pagar usando boleto	¿ cómo funciona el pago boleto ?	1
16085	1610	5985	tengo que pagar con el banco	¿ cómo pago el pedido por transferencia bancaria ?	1
16086	5013	8866	cancelé el pedido pero el vendedor me lo envió .	¿ por qué recibo un correo electrónico en el que se cancela mi pedido ?	0
16087	1682	1956	quién será el vendedor de reembolso en aliexpress	¿ cuál es la mejor compañía express ?	0
16088	10482	11595	¿ quería saber más o menos el día en que llegaron mis productos ?	yo no quería discutir mi orden	0
16089	1741	9530	pero el dinero se envía	el dinero es insuficiente .	0
16090	3801	1564	quiero pedir muchos artículos pero mi cuenta está bajo apelación	no puedo encontrar mi pedido en mi cuenta	0
16091	8792	12419	quiero ver mis detalles de rastreo	¿ cómo reviso los detalles de mi disputa ?	0
16092	9737	2744	lo hago pero no funciona	le di el número a western union pero no funciona .	0
16093	11918	12888	cómo eliminar los comentarios	¿ puedo eliminar un comentario negativo ?	1
16094	8864	7973	es la tercera vez que me comunico por este medio	por favor hagamelo saber	0
16095	13335	6255	el vendedor no está tratando de reembolsar o reemplazar	quiero reemplazar el artículo roto .	0
16096	7451	6064	estoy tratando de usar un cupón	no puede usar el cupón select	0
16097	3886	2921	cómo agregar video a mi disputa	¿ cómo agregar videos como evidencia ?	1
16098	3039	8943	sobre mi orden	sobre el orden	1
16099	1602	10352	¿ por qué mi pedido muestra el envío cancelado ?	¿ por qué mi pedido fue cancelado por correo electrónico ?	1
16100	2173	9069	explique amablemente cómo procesará su oficina un reembolso por una orden cancelada	¿ cuándo recibiré mi reembolso por el pedido cancelado ?	1
16101	12263	9784	compré cinco teléfonos celulares y ipad	pagué pero está listado como no pagado	0
16102	10271	7833	me han mostrado este mensaje antes .	he sido engañado	0
16103	1806	10621	cómo responder	el proveedor no responde para reclamar	0
16104	11187	13300	tienes otro modo para pagar .	¿ cómo pagar con tarjeta de débito ?	0
16105	9901	2037	y el vendedor no devuelve mi dinero	uno de mis pedidos fue cancelado por el vendedor .	0
16106	3103	4689	tengo NUMs pedidos que no he recibido .	no recibí el reembolso , pero gané la disputa	0
16107	9518	10867	¿ por qué no tienes un número donde podemos llamarte ?	¿ tienes un numero de telefono ?	1
16108	12853	623	inicié sesión como invitado hace NUMs horas y realicé un pedido no recibí la notificación	he presentado un reclamo hace muchas semanas .	0
16109	6218	7490	necesita dirección de devolución para dos pares de zapatos tenis o cambio por un tamaño más grande	¿ cómo puedo encontrar la dirección postal del vendedor ya que necesito devolver los artículos ?	1
16110	11231	13295	tengo un nuevo correo	he recibido un correo electrónico muy ofensivo de un comerciante con el que estoy en disputa	0
16111	13155	6310	hablo despacio porque uso el traductor de google	quiero reembolso porque el paquete no ha llegado	0
16112	12163	4562	mi pregunta no está allí	¿ respondiste a mi pregunta ?	0
16113	5641	4196	eva eres de verdad , como una persona real o un robot .	es esto real o robot	1
16114	479	4406	orden largo tiempo ?	orden cerrada por tiempo de espera	0
16115	13410	11229	cómo dejar de recibir correos	estoy recibiendo correos electrónicos no solicitados y quiero que se detengan	1
16116	2110	4714	que esta pasando	¿ qué es mucho ?	0
16117	9041	8180	¿ dónde está la página de detalles de la disputa ?	página en mantenimiento	0
16118	1303	3618	hola , dinero , quiero hacer lo que tengo que hacer , lo que tengo que hacer	no he recibido mis productos , ¿ qué puedo hacer ?	0
16119	11676	46	cómo eliminar un pedido en el carrito de compras	¿ cómo usar carrito de compras ?	0
16120	3452	2894	¿ dónde encuentro configuraciones para administrar tarjetas de pago ?	¿ dónde encuentro cupones de descuento ?	0
16121	7988	12269	estoy tratando de descubrir por qué se canceló el pedido	trataré de resolverlo	0
16122	9603	7588	mi envío está cancelado	mi pedido está cerrado por sin envío .	0
16123	2051	7238	no tiene nada que ver con mi orden	no sé si el remitente ha enviado mi pedido .	0
16124	5330	3386	falló el pago motivo el servicio no está disponible actualmente .	usar otro método de pago	0
16125	2479	8238	¿ cuándo recibiré el paquete ?	¿ cuándo voy a recibir mi pedido ?	1
16126	13253	1263	quiero que un producto publicite en youtube gratis	si el producto que recibí no es el correcto , ¿ puedo devolverlo sin cargo ?	0
16127	13095	2685	necesito saber el estado de mi pedido	necesito verificar el estado de mi pedido , pero no recuerdo qué correo electrónico y contraseña	0
16128	7893	4156	quiero comprar algo producto pero muy difícil , cómo pagar dinero	quiero comprar algo , pero no puedo comprarlo .	0
16129	12732	10603	entiendo que mi problema me está costando escribir mucho y no me da una explicación	dame un número de teléfono	0
16130	4720	12349	devolví el pedido , ¿ ya lo has recibido ?	devolví mi artículo	1
16131	10722	4571	mi pedido fue procesado sin que yo haya confirmado los detalles del pago	no puedo encontrar los detalles de mi pedido .	0
16132	5695	6029	solicito el reembolso de esta solicitud , ya que no he recibido	¿ cómo solicito un reembolso parcial ?	0
16133	152	5978	filtro de tiempo de entrega , puede especificar	¿ se puede pagar en efectivo en la entrega ?	0
16134	9558	6410	hola .	¿ cómo puedo eliminar los productos que he recibido de la lista ?	0
16135	374	8287	pagar como uno	¿ cómo puedo pagar todos mis pedidos con un solo pago ?	1
16136	6323	7232	"¿ puedo saber qué significa "" entrega fallida "" en el estado del paquete ?"	quiero saber el estado de la mediación .	0
16137	13180	7829	una necesidad de una persona real para hablar con	¿ eres una persona real ?	1
16138	13284	1146	hice una solicitud en enero y aún no he recibido , ¿ cómo lo hago ?	¿ cómo solicito un reembolso ?	0
16139	5794	12532	quiero un reembolso completo de los productos	quiero un precio en algunos productos .	0
16140	9887	4802	no entiende que la protección del comprador ha finalizado y no me reembolsaron y no recibí mi pedido .	no lo sé .	0
16141	9022	11302	todavía tengo problemas con los vendedores que no aceptó para devolverme	mis pedidos fueron cancelados y todavía no he recibido el reembolso	0
16142	13420	10101	cómo encontrar un buen vendedor ?	¿ hay alguna forma de encontrar un vendedor verificado ?	0
16143	8154	9504	cómo llegar al equipo de soporte de pagos ?	cómo me pongo en contacto con el equipo de servicio	1
16144	12995	13416	entonces , ¿ cómo puedo chatear con humanos	¿ puedo chatear con mi vendedor ?	0
16145	7527	8193	abrí una disputa y el vendedor me está acechando	el sitio no me permitirá abrir una disputa	0
16146	8342	1522	cancelé el pedido pero aún no he reembolsado mi dinero	¿ por qué no se ha reembolsado mi pedido después de que se canceló ?	1
16147	3252	10373	¿ cómo cambio mi dirección de correo electrónico ?	¿ cómo cambio el correo electrónico en mi cuenta ?	1
16148	3401	3528	quiero saber cuando necesito datos para usarlo	no sé cómo usarlo .	0
16149	10282	13411	hola , necesito ayuda con mi apelación	necesito tu ayuda con mi compra	0
16150	8757	11336	no puedo pagar cuando trato de pedir un producto y enviarlo a méxico	¿ cómo puedo aclarar el tamaño o el color de un producto al hacer mi pedido ?	0
16151	2943	907	y me costó en mi salud ya	ya pagué mi orde , pero el estado del pedido no ha cambiado	0
16152	1270	3319	¿ cómo elimino mi dirección de correo electrónico de su lista de correo ?	¿ cómo puedo enviar mi lista de deseos ?	0
16153	1966	7598	cómo recuperar la contraseña	¿ cómo establecer mi contraseña ?	1
16154	2527	1597	se acabó el tiempo .	hice un reembolso pero recibí el pedido .	0
16155	12039	3338	cómo presentar una queja	¿ cuánto dura el período de queja ?	0
16156	1120	8038	es trabajo , gracias	gracias por la ayuda	1
16157	2943	11112	y me costó en mi salud ya	el sitio web muestra que mi pedido ya fue entregado , pero no lo recibí	0
16158	7995	11160	¿ qué es un cupón selecto ?	¿ qué puedo hacer para el problema del cupón ?	0
16159	6056	8353	extender la protección del comprador .	quiero extender la compra de protección	1
16160	12038	10096	escalar el juicio de ae	¿ por qué no puedo intensificar la disputa ?	0
16161	4312	3879	chatear ahora no funciona	chatear con un pueblo	0
