id	qid1	qid2	question1	question2	is_duplicate
13199	5236	3775	recibí mis pedidos y todos los disfraces son muy pequeños . necesito tamaños mucho más grandes y el rendimiento se acerca pronto . ¿ puedo enviar tres nuevos trajes lo antes posible ?	¿ cómo puedo pagar todas mis órdenes ?	0
13200	158	4884	cómo eliminar la cuenta	¿ cómo borro mi cuenta ?	1
13201	8976	6601	no tengo borrado firmado	no lo sé	0
13202	10647	1979	me reciben mis productos pero he pagado por los productos	los productos que compro son sospechosos . pero no he recibido mi dinero de vuelta .	0
13203	1921	5482	cómo agregar información de pasaporte	cómo agregar a mi favorito	0
13204	13399	2220	¿ qué día puedo hablar con un humano ?	¿ puedo hablar con el operador ?	1
13205	955	6282	¿ podrías ayudar ?	podrías comunicar te con mí en ruso	0
13206	4828	7433	ya le pregunté algo de lo que estoy hablando con una computadora , ¿ no ?	hice preguntas sobre el producto , pero no recibí respuesta	0
13207	5704	5285	después de la cantidad de días que recibí mi producto mi país es pakistán obtuve mi número de rastreo NUMs días antes	si ordeno ahora con ups cuántos días vienen los artículos en mi país	1
13208	13358	10650	cómo rechazar la propuesta	el vendedor rechaza mi solicitud de reembolso .	0
13209	13431	12813	¿ qué es el cupón de vendedores ?	mi cupón ha expirado , ¿ qué puedo hacer ?	0
13210	10373	4946	creo que ordené dos veces . necesito cancelar uno de los pedidos	ordené por error ¿ puedo cancelar lo ?	1
13211	1792	2362	mi cuenta no funciona	¿ mi tarjeta de regalo de visa puede funcionar ?	0
13212	10349	6724	di os mío , ¿ puedes obtener un supervisor , por favor ?	por favor , ayúda me a obtener mi paquete	0
13213	2807	4873	presenté mi apelación hace NUMs días y no tuve ninguna respuesta	he presentado un reclamo hace muchas semanas .	0
13214	5931	11589	eva , por favor revisa mi estado de resolución de problemas ?	tengo un problema con mi problema de envío	0
13215	9131	9131	¿ cómo puedo reportar un vendedor de fraude ?	¿ cómo puedo reportar un vendedor de fraude ?	1
13216	3609	10808	guardar para más adelante	no guardará las cosas en mi lista de deseos	0
13217	12316	1923	reemplazar la información de la tarjeta	¿ por qué este sitio no aceptará la información de mi tarjeta de débito visa ?	0
13218	6691	12596	fue mi tarjeta de crédito facturada	¿ cuál es el progreso de mi verificación de tarjeta de crédito ?	0
13219	2897	12229	¿ eres un agente real ?	es esto en vivo eres real	1
13220	2908	5846	quiero enviar mi pedido todo	quiero borrar todo en mi lista de pedidos	0
13221	648	2307	¿ cómo puedo cambiar mi dirección de facturación ?	¿ cómo puedo cambiar el nombre de mi perfil ?	0
13222	6052	9036	quiero eliminar una apelación	¿ por qué no puedo encontrar mi apelación ?	0
13223	9157	11267	no puedo pagar mi artículo	no puedo agregar el artículo a mi carrito	0
13224	2617	13461	cómo aplicar la garantía	solicitar compensación ( seleccione cupón )	0
13225	9658	6342	no he recibido mi orden .	abrí la disputa porque no recibí mi número de pedido	0
13226	12921	6952	pónga se en contacto con el servicio a el cliente esta opción no funciona	cómo me pongo en contacto con el servicio a el cliente	1
13227	3965	12727	¿ cuánto tiempo toma para la entrega ?	¿ qué es la entrega a tiempo ?	0
13228	12310	403	¿ cómo extiendo el tiempo de procesamiento de una orden ?	¿ cómo extiendo el plazo de el pedido recibido ?	0
13229	1325	10568	¡ hola ! quiero recuperar la información de mi tarjeta de crédito de mi cuenta . ¿ cómo puedo hacer eso ?	me gustaría cambiar la información de mi cuenta	0
13230	8828	1871	mi pago fue fallido	no he podido abrir una disputa	0
13231	3992	10546	he estado esperando que las disputas terminen . a el mismo tiempo , el vendedor dice que no he pagado el dinero .	tengo una disputa pero el tiempo de respuesta de el vendedor ha terminado	0
13232	8323	8780	hice un pedido y se abrió una disputa y todavía no recibí mi reembolso durante más de un mes .	hasta ahora todavía no he llegado a mi orden	0
13233	648	10721	¿ cómo puedo cambiar mi dirección de facturación ?	¿ cómo puedo cambiar mi dirección ?	0
13234	3768	5708	cómo encontrar el número de pedido	¿ cómo encontrar el número de orden ?	1
13235	1341	11198	en resumen de orden no aparece s ' opción de disputa	ese es el enlace de mi pedido	0
13236	9194	4049	¿ puedo saber si podré eliminar mi cuenta ?	no puedo crear una cuenta	0
13237	12806	10418	¿ cómo cambio monedas de aplicación ?	¿ cómo cambio por otro color ?	0
13238	2251	3403	cómo usar el cupón de la tienda	¿ cómo puedo usar un cupón ?	0
13239	6220	2838	hola , ¿ hay algún lugar donde pueda encontrar las facturas de mis compras ?	¿ dónde puedo encontrar mi opinión de los vendedores ?	0
13240	2875	1737	abrí una disputa	abrí la disputa pero no recibí una respuesta	0
13241	5909	3123	pagar como uno	¿ cómo puedo pagar mis pedidos en un solo pago ?	1
13242	11279	6538	quiero enviar un correo electrónico	¿ tienes alguna dirección de correo electrónico ?	0
13243	5431	7047	¿ cómo cambio mi número ?	¿ cómo cambio mis datos bancarios ?	0
13244	9939	8215	¿ hay alguien que pueda ayudar me con mi tarjeta de crédito ?	¿ puedo pagar en cuotas en mi tarjeta de crédito ?	0
13245	8012	9118	pero el dinero se envía	he cancelado la orden debido a el comportamiento incorrecto de el proveedor , envíe un reembolso	0
13246	568	8230	cambiar mi número de tarjeta de crédito	mi número de orden es	0
13247	4289	12705	¿ ya recibiste mi pedido ?	¿ recibió mis documentos de verificación ?	0
13248	38	12105	no quiero vender	quiero obtener humanos	0
13249	4643	10261	¿ debo pagar impuestos personalizados ?	¿ tengo que pagar impuestos por los productos ?	1
13250	5732	9639	buenos días , me gustaría saber cómo ser un afiliado y vender los productos	me gustaría saber sobre cupones y cómo puedo obtener los ?	0
13251	7834	2325	no he recibido ninguna atención de el vendedor	no recibí mi pedido . no puedo ver ningún registro en mi cuenta .	0
13252	10501	1180	necesito ayuda con	necesito algo de ayuda	1
13253	7001	785	órdenes canceladas lo que significa	he pagado mis pedidos pero los vendedores han cancelado mi pedido	1
13254	12817	6952	¿ cómo aplico el servicio de garantía ?	cómo me pongo en contacto con el servicio a el cliente	0
13255	13671	3582	no puedo iniciar sesión	no puedo iniciar sesión en la cuenta	1
13256	2154	10085	cambiar el reembolso de detalles de la tarjeta	quiero cambiar los datos de la tarjeta	0
13257	11354	10650	el vendedor se niega a reembolsar o reenviar	el vendedor rechaza mi solicitud de reembolso .	1
13258	13640	10637	¿ cómo puedo presentar una apelación ?	cómo presentar una disputa cuando el tiempo de espera de confirmación	0
13259	9085	8780	hola . no he recibido mis productos , y el estado está terminado ahora .	hasta ahora todavía no he llegado a mi orden	1
13260	2802	3463	no puedo escribir ingles	¿ cómo puedo escribir comentarios para los productos ?	0
13261	4470	6245	cómo abrir una disputa ?	cómo cancelar una disputa aceptada	0
13262	3426	349	estos enlaces no funcionan necesito un equipo de servicio	necesito un número para el servicio a el cliente	1
13263	10243	3170	por favor puede dar su número de mave para llamar	por favor da me el número de línea de ayuda	1
13264	4842	13502	pagué NUMs veces por la misma orden por error	presioné el botón pagar ahora NUMs veces . ¿ que puedo hacer ?	1
13265	2590	5018	sí , traje una peluca y lo que quería que hicieran	quería hacer un pedido para ser entregado a china	0
13266	4859	4242	cerré la disputa porque el vendedor me prometió devolver le mi dinero , si no recibía el pedido NUMs días , el tiempo se agotaba y ahora él no me devolvía el dinero .	mi disputa está cerrada pero no recuperé mi dinero	1
13267	5510	11491	después de realizar el pago , el carrito está vacío , pero la transacción no se completó	¿ pasó mi última transacción ?	0
13268	10576	3224	cambiar la dirección de envío	¿ cómo cambio mi dirección ?	1
13269	7387	8880	mis monedas de la aplicación no se agregan . ¿ que puedo hacer ?	no tengo mis monedas	1
13270	13706	11938	¡ te pido que devuelvas dinero o envíes artículos nuevos con un número de seguimiento !	¿ cómo devuelves dinero si los bienes no se reciben ?	1
13271	3530	5558	lo siento pero no me ayudas	¿ me ayudarás o qué ?	0
13272	4166	11797	cómo contactar a el servicio a el cliente	¿ cómo puedo contactar a el servicio de atención a el cliente ruso ?	1
13273	3171	7378	hola , mi cuenta está desactivada y no puedo hacer una disputa y mis productos no me llegan	¿ por qué no puedo tener mi cuenta deshabilitada ?	0
13274	7530	123	¿ cómo puedo hacer un pedido sin pagar ?	¿ cómo elimino un comentario ?	0
13275	8788	10091	estoy muy decepcionado , los últimos NUMs productos que ordeno el NUMs de enero y el NUMs de febrero aún no llegaron . a partir de ahora , ¡ cómo tener confianza para pedir cualquier otra cosa !	¿ cómo puedo hacer pedidos múltiples de el mismo vendedor para que el envío esté junto ?	0
13276	5591	9671	querer hacer un pedido pero no puedo	quiero hacer un pedido pero no puedo	1
13277	10900	13493	¿ asi que ? yo puedo t	soy tan estúpido .	0
13278	13654	10461	tengo NUMs pedidos que no he recibido . todos han pasado sus fechas abiertas de disputa	no puedo abrir una disputa porque no tengo esa opción	0
13279	8432	2416	he ordenado algo y mañana han pasado NUMs semanas y todavía no me ayuda	necesito ayuda en algo	0
13280	11673	1979	no devolvió	los productos que compro son sospechosos . pero no he recibido mi dinero de vuelta .	0
13281	7756	7694	¿ cuál es el nombre de usuario de mi cuenta ?	¿ puedo cambiar mi apellido en esta cuenta ?	0
13282	7516	5106	artículos en un paquete	quiero comprar NUMs artículos en una transacción	0
13283	5052	12266	esperando a que se verifique mi apelación .	mi orden es tu pago está siendo verificado " "	0
13284	12675	4674	¿ podemos encontrar para llenar el formulario de reembolso	¿ cómo puedo encontrar una tienda ?	0
13285	7421	11449	sigue mostrando procesamiento de reembolso	qué sucede en mi disputa ya que todavía no tengo reembolso	0
13286	10617	10751	me contactó con un vendedor por un artículo defectuoso y no me han respondido	el vendedor me dio un artículo defectuoso	1
13287	2823	866	quiero cancelar mi tarjeta de crédito	no deseo enviar el extracto de mi tarjeta de crédito	0
13288	1792	8115	mi cuenta no funciona	mi información de inicio de sesión no funciona	0
13289	6819	10274	se enviarán todos los artículos juntos	¿ los productos se enviarán todos juntos o por separado ?	1
13290	2345	5241	el botón de chat no funciona	chatear con un pueblo	0
13291	11320	10853	la fecha límite ha expirado y no puedo abrir una disputa	¿ cómo puedo abrir una disputa si el estado está terminado ?	1
13292	7028	1466	no podemos crear una cuenta	¿ cómo creo mi cuenta ?	0
13293	6972	9206	este chat realmente chupa .	en realidad no eres de ayuda en absoluto	1
13294	9740	5068	diciendo que no me comuniqué	acabo de recibir un correo electrónico que dice que mi pedido se cerró sin pago . pero pagué	0
13295	375	4901	estoy disputando reembolsos . pero borre la lista de orden	quiero cancelar el pedido pero el vendedor no proporciona reembolsos	0
13296	368	10429	después de hacer mi pedido , me dijeron que habría envíos adiciona les porque cambié mi dirección . bueno , no cambié mi dirección . pero , pagué los cargos adiciona les para ver qué	no estoy logrando cambiar mi dirección de envío	0
13297	5207	3722	¿ puedo dejar un comentario si el botón de comentarios ya ha expirado ?	no puedo dejar comentarios sobre una transacción .	1
13298	1639	4914	hola , ¿ cómo puedo agregar fotos en mis comentarios ?	¿ cómo obtengo fotos sin número de tienda ?	0
13299	13603	11292	alrededor de un mes más o menos me pidieron que proporcionara documentos de validación . envié todos los documentos que solicitó . no han pasado dos meses y me piden que los envíe nuevamente . ¿ qué diablos ? ¿ por qué ?	no puedo subir documentos	0
13300	3805	2282	soy una víctima de una estafa	estoy confundido sobre con quién estoy hablando	0
13301	6778	4969	me gustaría un número de seguimiento , ¿ cómo puedo obtener uno ?	¿ cómo sabría si el número de seguimiento está disponible ?	0
13302	3620	4149	cancelé un pedido y necesito mi dinero para volver a mi tarjeta inmediatamente	recibiré mi dinero si el pedido es cancelado	1
13303	13698	7975	tarifa de envío	¿ quién paga la tarifa de envío para devolver los productos ?	1
13304	2334	9413	estimado amigo , gracias por su mensaje y orden . cuando nos dispongamos a reembolsar le , y el sistema demostró que usted abrió la disputa , no podríamos reembolsar le . por favor no te preocupes no permitiremos que pierdas tu dinero . ¿ podría cancelar los di	usted me podría ayudar por favor	0
13305	12339	11515	el vendedor me preguntó mi número de paypal y le dije que	el vendedor me dijo que cancelara la orden de devolver el dinero . ¿ que puedo hacer ?	0
13306	2314	9490	quiero ser un dropshipper	quiero ganar dinero	0
13307	13706	4883	¡ te pido que devuelvas dinero o envíes artículos nuevos con un número de seguimiento !	soy un nuevo usuario y tengo preguntas	0
13308	11113	6051	¿ cuál es el rendimiento nacional ?	qué decir	0
13309	1829	13420	¿ cuál es mi orden ?	¿ qué pasará con mi pedido si el vendedor está cerrado ?	0
13310	13542	591	quiero un cambio en mi nombre de contacto	¿ cómo puedo cambiar mi nombre de contacto ?	1
13311	8012	4725	pero el dinero se envía	¿ en qué cuenta enviar el dinero ?	0
13312	745	7078	¿ es posible ?	¿ es posible cambiar los comentarios ?	1
13313	8687	7079	¿ cómo puedo verificar si un vendedor es confiable ?	¿ cómo reviso mi pedido ?	0
13314	12419	13430	puedes encontrar mi numero de orden	¿ tiene un número de teléfono para poder hacer mi pedido ?	0
13315	3542	7791	sir pago mano a mano	¿ puedo pagar con cod ?	1
13316	4592	6645	ya envié la prueba a tus colegas	¿ puedes enviar la mercancía una vez más cuando ya pagué ?	0
13317	1265	5534	dejar un comentario	no puedo dejar comentarios .	0
13318	12328	9346	oye . todavía no he recibido un reembolso de efectivo de el número de la subasta	¿ por qué aún no recibo un reembolso ?	1
13319	4837	5394	pagué mi pedido varias veces , porque ?	he hecho el mismo pedido cuatro veces	0
13320	11103	13466	he contactado a el vendedor un horario de visitas pero él no devolvió mi dinero	tengo pedidos en disputa , cuando tendré mi dinero de vuelta	1
13321	7200	9029	estás diciendo algo sobre mi reembolso	mi tarjeta de crédito fue descontada de mi cuenta , incluso nunca te compré nada	0
13322	13320	12794	¿ me puede decir si puede aceptar pagos de paypal ?	¿ me puede decir su dirección de correo electrónico ?	0
13323	3195	570	recibí un artículo hoy que me han emitido un reembolso . ¿ cómo puedo pagar ahora ?	¿ cómo puedo buscar artículo por número de artículo ?	0
13324	1342	5400	cómo encontrar un producto ?	¿ cómo encontrar el producto que quiero ?	1
13325	85	11724	¿ cómo obtengo el número de pedido ?	orden no recibida , ¿ cómo puedo recuperar mi dinero ?	0
13326	11854	12841	¿ por qué mi pedido fue cancelado ?	¿ por qué mi pedido fue cancelado por un problema de riesgo ?	0
13327	13391	1934	proceso de recuperación de contraseña	¿ cómo establecer mi contraseña ?	1
13328	9398	1754	cómo obtener el número de orden	¿ cómo puedo encontrar mi número de orden ?	1
13329	6562	427	cómo hacer el pedido ?	¿ cómo hago el pedido ?	1
13330	13135	3823	no obtuve los productos como se describe . por supuesto , quiero subir fotos , por supuesto , pero no es posible . probé un video , pero no puedo subir lo también	no puedo subir una imagen jpeg .	1
13331	9290	9624	el estado no ha cambiado por NUMs - NUMs días	envié dinero hace NUMs días y el estado no cambió	1
13332	2920	7197	cómo configurar la dirección de envío	¿ cómo agrego la dirección de envío ?	1
13333	7302	13126	ver la pregunta anterior	escribe tu pregunta aqui	0
13334	2825	7372	¿ hay alguien ahí ? ¿ estoy hablando con una computadora ?	eres una computadora ?	1
13335	12172	1148	¿ dónde está el cupón ?	dónde obtener el código de cupón a el hacer el pedido ?	0
13336	271	2812	estoy interesado en una especie de hoja de minnie	eres muy amable	0
13337	3544	11570	hola , vivo en canadá y actualmente estoy rastreando mi paquete y el estado dice que ha llegado a el país de destino pero dice que está en estambul . ¿ mi paquete fue enviado a el país equivocado ?	¿ puedo cancelar mi pedido si el estado de el pedido indica procesamiento de pago ?	0
13338	9022	3165	esperando respuesta	usted responde muy rápido .	0
13339	6665	12800	hola mi querido amigo	hola mi amigo	1
13340	115	2096	hice un pedido con un vendedor y pagué , pero no tenían el artículo en la foto , luego cancelé el pedido y encontré otro vendedor con el artículo , pero no llevaré mi tarjeta en el archivo	devolví el artículo a el vendedor	0
13341	6106	4767	estoy tratando de hacer un pedido , ¿ me pueden ayudar ?	estoy tratando de hacer un pedido pero dice error	1
13342	1910	286	¿ se puede usar american express ?	eres americano	0
13343	10230	13567	hola , cuando accedo a " mis pedidos " , veo que NUMs productos fueron pedidos en doble .	he hecho NUMs pedidos	0
13344	10945	13444	el número de color era l	¿ de qué color es tu cabello ?	0
13345	10264	8792	dirección de correo electrónico de ventas	confirme su dirección de correo electrónico	0
13346	4558	5262	cómo retroalimentar	¿ cómo respondo a los comentarios ?	0
13347	6982	13205	cómo responder una disputa	¿ qué pasará si el vendedor no responde a mi disputa ?	0
13348	4608	3862	oye . mi cuenta está bloqueada soy un comprador honesto , no abrí disputas sin ningún motivo . le pido que desbloquee la cuenta .	no puedo ver mi cuenta	0
13349	7289	1853	¿ estoy diciendo que solo nos lleva dólares ?	¿ solo acepta dólares ?	1
13350	2877	4669	no podemos hacer pedidos en cromo o safari	no puedo hacer mi pedido	1
13351	499	10649	esto no ayuda	¿ dónde está la ayuda ?	0
13352	1209	4799	pedí un teléfono . esta roto	ya he ordenado un artículo	0
13353	6702	1220	acabo de recibir un correo electrónico que dice que tengo que devolver la batería y pagar el franqueo de devolución para obtener un reembolso , no es mi culpa recibir el artículo incorrecto , por lo tanto , el vendedor debe enviar me un mensaje de vuelta .	no tengo dirección de vuelta	0
13354	4592	8718	ya envié la prueba a tus colegas	ya pagué mi pedido	0
13355	9595	5547	necesito mi dinero en mi tarjeta hoy	¿ cuándo recuperaré mi dinero ?	0
13356	3239	10052	¿ cuándo se colocará mi pedido ?	hice un pedido y no puedo encontrar lo en mis pedidos .	0
13357	7437	4701	¿ cuál es el método de envío ?	el método de envío ha cambiado debido a el cambio de su dirección de envío	0
13358	2799	5910	cómo reactiva mi cuenta	¿ cómo edito mi cuenta ?	0
13359	2387	12008	he enviado un correo electrónico con mi pasaporte y fotos de la tarjeta de crédito	tengo un cargo extra en mi tarjeta de crédito	0
13360	7298	1441	quiero restablecer mi contraseña	¿ cómo puedo restablecer mi contraseña ?	1
13361	10960	8791	¿ cuándo cancelé el pago cancelado de la cuenta ?	¿ por qué no logré iniciar sesión en mi cuenta ?	0
13362	4435	8005	cómo editar mi número de teléfono	¿ cómo puedo editar mi perfil ?	1
13363	12460	4305	entonces , ¿ podrías ayudar me ?	entonces nadie me ayuda	0
13364	1592	3777	pero quiero responder a los diez mejores artículos por favor dígan me necesito los diez artículos principales que se vendieron en NUMs 	los artículos no se reciben pero el vendedor ya no responde .	0
13365	8069	5526	veo que no me ayudas . no puedo esperar más .	necesito más tiempo para verificar	0
13366	6629	3961	cómo agregar comentarios adiciona les	¿ cómo agregar un contacto en trademanager ?	0
13367	8104	3914	no puedo ingresar mi tarjeta de crédito	alguien se robó mi tarjeta de crédito . ¿ que puedo hacer ?	0
13368	6778	81	me gustaría un número de seguimiento , ¿ cómo puedo obtener uno ?	no tengo un número de seguimiento	1
13369	12805	2027	no deseo un reembolso parcial , quiero un reembolso completo	quiero aceptar la solución de reembolso parcial	0
13370	10117	9852	mi chat en NUMs . NUMs . NUMs ( ist ) no ha producido los resultados según lo han prometido sus agentes .	¿ qué pasa si hay demasiados resultados de búsqueda ?	0
13371	12263	6724	¿ quién puede ayudar me por favor ?	por favor , ayúda me a obtener mi paquete	0
13372	13491	1762	marqué el pedido recibido por error	coloqué una orden duplicada	0
13373	1167	12666	hola . cómo puedo pedir le a el vendedor la factura de mi compañía	¿ puedo cambiar mi compañía de envío ?	0
13374	5038	4464	¿ cómo uso el servicio de garantía ?	¿ cómo uso la búsqueda avanzada ?	0
13375	5207	9248	¿ puedo dejar un comentario si el botón de comentarios ya ha expirado ?	¿ cómo dejo comentarios para un pedido ?	0
13376	5458	6684	no he recibido mi orden . . ?	he recibido mi pedido , ¿ cómo confirmar lo ?	0
13377	3141	11058	añadir comentarios adiciona les	he cobrado tarifas adiciona les por mi compra	0
13378	1431	13080	adiós , adiós , gracias	gracias adi os	1
13379	153	8478	¿ hay alguna forma de eliminar mi cuenta ?	puedes borrar mi cuenta	1
13380	11330	8668	qué pasa si no obtengo mi reembolso	no lo sé .	0
13381	13179	10814	ya lo estás poniendo todo el tiempo	hábla me	0
13382	10001	13560	lo hago pero no funciona	¿ cómo recibo un reembolso con tarjeta de crédito después de NUMs días hábiles ?	0
13383	11920	6202	voy a pedir otra ayuda	quiero preguntar el precio	0
13384	55	6093	necesito los diez mejores artículos vendidos en NUMs 	¿ cómo puedo eliminar trademanager de mi escritorio ?	0
13385	1071	10520	por favor , acepte tbc	¿ aceptas la tarjeta discover ?	0
13386	11811	12696	a través de una tarjeta bancaria	¿ cómo obtengo un reembolso si pago mediante transferencia bancaria ?	0
13387	7872	7164	cambiar el tamaño	necesito cambiar el tamaño	1
13388	4821	8058	el vendedor acaba de decir que necesita esperar algunos días .	¿ qué es el vendedor de espera confirma la cuenta ?	0
13389	1890	3715	la protección terminará y no puedo abrir una disputa , ¿ quién me devolverá el dinero ?	¿ debo devolver el paquete si abro una disputa ?	0
13390	1718	13299	¿ cómo extender la protección de los compradores ?	extender el tiempo de protección	1
13391	11634	6104	compré el producto equivocado cuando el dinero se debe	¿ cuándo daré dinero por un producto ?	0
13392	7202	2543	¿ eres un idiota ? necesito eliminar o eliminar una apelación .	quiero eliminar mi pedido	0
13393	10869	4322	¿ obtengo un descuento de envío si es un pedido grande ?	¿ me puede dar un descuento si hago un pedido grande ?	1
13394	13623	1872	cómo obtener el número de orden ?	cómo obtener un reembolso parcial de mi pedido .	0
13395	9169	9424	no estoy satisfecho con el resultado de la disputa	no estoy satisfecho con el producto recibido . ¿ que puedo hacer ?	0
13396	3852	8616	¿ qué número es el comienzo de mi compra que hice en la fecha de el NUMs NUMs NUMs 	hice la compra pero no puedo encontrar la .	0
13397	8212	13347	abrir una disputa	necesito abrir una disputa	1
13398	7790	12046	y hasta ahora no he tenido respuestas	¿ puedo enviar te un correo electrónico ?	0
13399	11785	10291	detalles de la tarjeta editar	cómo ver los detalles de el producto ordenado	0
13400	11174	6601	¿ qué pasa si no me gusta la forma en que se ajusta el vestido o si tiene el tamaño incorrecto ? ¿ puedo devolver lo para un reembolso ?	no lo sé	0
13401	11277	9639	hola , me gustaría saber cómo patrocinar a un amigo .	me gustaría saber sobre cupones y cómo puedo obtener los ?	0
13402	1734	6132	no puedo iniciar sesión . el enlace de contraseña olvidada no funciona .	no puedo hablar inglés	0
13403	8920	4273	cómo usar el servicio de garantía ?	¿ cómo usar el código de promoción ?	0
13404	5480	8526	¿ puedo hablar le a un ser humano ?	necesito hablar con un ser humano	1
13405	3354	3051	tengo que tener un reembolso	¿ cómo puedo tener el reembolso ?	1
13406	5801	2817	¿ puedo acceder a mis pedidos de dispositivos móviles en mi pc para poder imprimir mis pedidos ?	¿ puedo usar mis cupones en pedidos combinados ?	0
13407	5763	1490	cancelé el pedido pero aún no he reembolsado mi dinero	no he recibido el reembolso y mi pedido fue cancelado	1
13408	3761	13041	¿ es esto una jodida computadora ?	hace esto automáticamente la respuesta de la computadora	1
13409	4337	10358	ordené el artículo en abril	pedí zapatos nike y lo acepto	1
13410	5292	13263	detener la cancelación de pedidos que no he ordenado	tengo órdenes detenidas en la aduana	0
13411	12667	3324	el vendedor no me responde	el vendedor no me contactará	1
13412	8312	4049	¿ podrás ayudar me ?	no puedo crear una cuenta	0
13413	1265	9568	dejar un comentario	¿ cuándo puedo dejar comentarios ?	0
13414	2255	8757	yo se esto	quería saber el estado de el pedido	0
13415	11487	704	la protección de el comprador ha terminado	que es la protección de el comprador	0
13416	824	12992	¿ por qué el envío por aire tomó tanto tiempo ?	¿ por qué mi envío demora tanto ?	1
13417	11785	10017	detalles de la tarjeta editar	quiero detalles de mi reembolso	0
13418	3529	10383	es sobre el área de inicio de sesión	¿ cuál es el código de área para francia ?	0
13419	13194	12041	¿ puedo hacer una pregunta ?	puedo escribir	0
13420	8837	2950	para pedir le mi orden a alguien	alguien robó mis fotos	0
13421	4234	4374	cómo eliminar la tarjeta de crédito ?	¿ cómo cambio la tarjeta de crédito ?	0
13422	2699	5101	el vendedor cambió el método de envío ?	elegir el método de envío incorrecto	0
13423	6112	742	pero el producto es solicitado	estoy buscando un producto	0
13424	6963	1297	pedí algo y está en camino , pero todavía no lo tengo después de NUMs semanas	he ordenado un artículo	0
13425	6811	13556	no puedo borrar la orden	cómo eliminar la orden paga	1
13426	12411	3590	¿ mi paquete fue enviado a el país equivocado ?	mi orden ha sido enviada a el país equivocado	1
13427	7567	5227	no puedo contactar a el vendedor	¿ cómo me pongo en contacto con el vendedor ?	0
13428	6261	7897	este es el número de orden .	¿ el número de orden es el mismo que el número de seguimiento ?	0
13429	9981	270	es un placer conocer te	estás ahí	0
13430	11745	9763	pagué con tarjeta y no me envió un correo electrónico sobre el número de pedido	el vendedor no me respondió sobre el reembolso , ¿ qué puedo hacer ?	0
13431	8323	5452	hice un pedido y se abrió una disputa y todavía no recibí mi reembolso durante más de un mes .	hice una disputa hace un mes , pero todavía está en proceso . ¿ que puedo hacer ?	0
13432	3852	10470	¿ qué número es el comienzo de mi compra que hice en la fecha de el NUMs NUMs NUMs 	hice una compra y no me respondió .	0
13433	9845	5384	cómo extender la protección de el comprador	¿ cómo reviso la fecha límite de protección a el comprador ?	0
13434	3917	275	si vendo aquí , ¿ puedo obtener el pago enviado a mi cuenta de paypal ?	¿ puedo vender en su sitio web ?	0
13435	12975	8782	necesita un reembolso	necesita llamar	0
13436	4032	8162	no puedo hacer una cuenta y quiero rastrear un paquete	¿ cómo rastrear mi paquete ?	1
13437	1182	1657	hola , tengo una pregunta . pedí producto a nueva zelanda con alie express shipping est . entrega NUMs - NUMs días . una vez pedí un paquete electrónico a nueva zelanda , entregando NUMs - NUMs días . sin embargo , el paquete e llegó en NUMs días . es un paquete e generalmente más rápido para n	no he recibido el pago dentro de los NUMs días	0
13438	6263	11377	cómo cancelar la disputa ?	¿ cómo cancelar una disputa ?	1
13439	10524	9105	acabo de hacer una pregunta y no me estás ayudando . por favor , ayúda me . no puedo iniciar sesión en su sitio web para hacer una compra	tengo un problema . ¿ me ayudaste ?	0
13440	6562	13097	cómo hacer el pedido ?	me gustaría hacer un pedido por cuánto tiempo tardará la entrega	0
13441	9245	7887	no quiero cancelar el pedido , quiero que responda con el producto es posible ?	el producto no es lo que quiero ni pido	0
13442	11729	10285	enviar dirección	¿ puedo enviar a una dirección china ?	0
13443	2517	10823	por qué mi pedido canceló el envío	¿ por qué no se ha reembolsado mi pedido después de que se canceló ?	0
13444	7413	8875	¿ me puede enviar un número de teléfono para recibir atención a el cliente para los estados unidos ?	número de teléfono de servicio a el cliente	1
13445	6154	11844	ordeno algún artículo la semana pasada	he escalado un pedido y no me he actualizado en más de una semana .	0
13446	5170	7133	quiero subir una foto	necesito una función para subir fotos	1
13447	11119	878	enviaste mi contraseña NUMs veces pero no aparece	¿ puedo mostrar le mi foto ?	0
13448	8125	13573	cómo guardar el método de pago	¿ puedo enviar un cheque como método de pago ?	0
13449	7152	2115	pago a el vendedor y mi orden nunca llega	cuándo llegará mi orden	0
13450	207	10422	hubo un problema con un pedido que recibí , así que envié a la tienda NUMs mensajes sobre el problema que comenzaron el jueves pasado . no he recibido noticias de ellos todavía . ¿ eso es normal ?	si pedí NUMs artículos y recibí NUMs de ellos , ¿ hago clic en confirmar el pedido ?	0
13451	6691	8278	fue mi tarjeta de crédito facturada	¿ por qué el monto de mi tarjeta de crédito se dedujo dos veces ?	0
13452	9229	8708	¿ puedo comprar sin un teléfono móvil ?	¿ puedo comprar a través de paypal ?	0
13453	2169	1932	cancelando el pedido que hice por un error	por favor , cambie la dirección de entrega , cometí un error .	0
13454	11772	4170	¿ cómo cambio monedas en cupones ?	¿ cómo obtengo el cupón ?	0
13455	1100	9764	cuando puedo dejar comentarios ?	¿ cómo dejo comentarios ?	0
13456	8844	4221	enviar a siria	envías a	1
13457	9089	6886	cómo responder a una disputa escalada	he abierto una disputa para mi pedido , pero el proveedor no responde , ¿ cómo proceder ?	0
13458	9623	6356	estoy tan enojado	estoy tan feliz hoy .	0
13459	6296	9348	hola , estoy en hong kong . ¿ tiene personal , tienda u oficina en hong kong ?	¿ cómo encuentro una tienda ?	0
